QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-696		160	3.1307675328044753%
359 	FT911-1881		161	3.0765508585478623%
359 	FT911-713		162	3.0598563757579162%
359 	FT911-3137		163	3.059257995259629%
359 	FT911-4840		164	3.0438402591094436%
359 	FT911-2521		165	3.0196770509255075%
359 	FT911-4862		166	3.004673663007852%
359 	FT911-1474		167	2.990305338661851%
359 	FT911-3330		168	2.9465253849613506%
359 	FT911-3939		169	2.933487775153656%
359 	FT911-5129		170	2.9186297052061354%
359 	FT911-2984		171	2.9092848326210383%
359 	FT911-5214		172	2.908435803774587%
359 	FT911-3275		173	2.9003652877711854%
359 	FT911-1312		174	2.898372890205242%
359 	FT911-2826		175	2.8853240284528594%
359 	FT911-1910		176	2.884860220545305%
359 	FT911-2421		177	2.856099057134954%
359 	FT911-3293		178	2.840796852707371%
359 	FT911-1866		179	2.823774969792489%
359 	FT911-314		180	2.8190088413000383%
359 	FT911-3257		181	2.801533257894797%
359 	FT911-2025		182	2.7879340282508664%
359 	FT911-3618		183	2.7834345089027765%
359 	FT911-2829		184	2.76433939236852%
359 	FT911-697		185	2.6933194888450482%
359 	FT911-5162		186	2.681550560721108%
359 	FT911-4608		187	2.670856338136852%
359 	FT911-1294		188	2.654116044025219%
359 	FT911-3914		189	2.6540505525163356%
359 	FT911-4355		190	2.6516929024395703%
359 	FT911-1461		191	2.6511760947600953%
359 	FT911-5300		192	2.651010018588214%
359 	FT911-250		193	2.6254780731666005%
359 	FT911-1048		194	2.6210762279694215%
359 	FT911-595		195	2.598590933959949%
359 	FT911-2871		196	2.5982559318326626%
359 	FT911-1693		197	2.5980755201014216%
359 	FT911-5168		198	2.581729654288485%
359 	FT911-4789		199	2.5659391735809063%
359 	FT911-4200		200	2.565469039347591%
359 	FT911-4504		201	2.563340194321025%
359 	FT911-830		202	2.5624864157590808%
359 	FT911-220		203	2.5373727914215154%
359 	FT911-5061		204	2.5338424711767136%
359 	FT911-4098		205	2.5323090134512394%
359 	FT911-1909		206	2.5255394192086507%
359 	FT911-1414		207	2.5186303056355284%
359 	FT911-3027		208	2.5119385899881457%
359 	FT911-5110		209	2.500031556728051%
359 	FT911-685		210	2.4968997658058125%
359 	FT911-4895		211	2.488572236862513%
359 	FT911-938		212	2.481336272845494%
359 	FT911-665		213	2.4779830397450953%
359 	FT911-5161		214	2.4635193815922882%
359 	FT911-138		215	2.4502674590701967%
359 	FT911-1556		216	2.4468442820307796%
359 	FT911-5284		217	2.443995043479913%
359 	FT911-5296		218	2.4393312986138125%
359 	FT911-2211		219	2.4340031327065508%
359 	FT911-2774		220	2.426960448491828%
359 	FT911-2754		221	2.424926247417413%
359 	FT911-2026		222	2.423184942645992%
359 	FT911-2923		223	2.41407862940344%
359 	FT911-2533		224	2.41051025257959%
359 	FT911-2627		225	2.410095989818489%
359 	FT911-604		226	2.395875019765772%
359 	FT911-790		227	2.3945899920487643%
359 	FT911-5118		228	2.3941598140069726%
359 	FT911-4213		229	2.3925622183678916%
359 	FT911-3184		230	2.388550068683558%
359 	FT911-1803		231	2.388427197058761%
359 	FT911-735		232	2.386230069880994%
359 	FT911-2992		233	2.357537427548361%
359 	FT911-3380		234	2.3530389037098263%
359 	FT911-4595		235	2.3384319374548395%
359 	FT911-5200		236	2.336036699982363%
359 	FT911-2488		237	2.333618080250812%
359 	FT911-5274		238	2.3332355995062173%
359 	FT911-534		239	2.325634125583412%
359 	FT911-2990		240	2.3175529218469624%
359 	FT911-5030		241	2.3168462421692415%
359 	FT911-315		242	2.3102170656971426%
359 	FT911-4935		243	2.298010525200735%
359 	FT911-514		244	2.288413155426395%
359 	FT911-1699		245	2.2727980581408787%
359 	FT911-2816		246	2.264765693996477%
359 	FT911-3109		247	2.2558017409878577%
359 	FT911-3890		248	2.249509818832218%
359 	FT911-3523		249	2.2425304352454054%
359 	FT911-4627		250	2.23099006097213%
359 	FT911-1848		251	2.23084174255232%
359 	FT911-5324		252	2.2306496377657146%
359 	FT911-3498		253	2.222668533069547%
359 	FT911-3013		254	2.2032263348383174%
359 	FT911-2689		255	2.2027548652234485%
359 	FT911-3563		256	2.195594127788762%
359 	FT911-1584		257	2.18126045471581%
359 	FT911-1572		258	2.163551910447333%
359 	FT911-2985		259	2.1579008003174405%
359 	FT911-3001		260	2.1461044439388686%
359 	FT911-4339		261	2.142994957694331%
359 	FT911-3591		262	2.135325746396213%
359 	FT911-3289		263	2.1330550378637683%
359 	FT911-5299		264	2.126106636907769%
359 	FT911-4531		265	2.125672580910836%
359 	FT911-1830		266	2.1252551712386927%
359 	FT911-2892		267	2.121333945677614%
359 	FT911-2374		268	2.114049900659542%
359 	FT911-1150		269	2.106081380117181%
359 	FT911-3743		270	2.1032804882965683%
359 	FT911-4848		271	2.0966339311871427%
359 	FT911-4027		272	2.0915637196818566%
359 	FT911-3868		273	2.091191897572817%
359 	FT911-4929		274	2.079633106612128%
359 	FT911-4836		275	2.079158426568373%
359 	FT911-5240		276	2.068357091614425%
359 	FT911-1700		277	2.0676143215128047%
359 	FT911-4786		278	2.056636940107514%
359 	FT911-226		279	2.0437231613576086%
359 	FT911-1688		280	2.0349564693047695%
359 	FT911-152		281	2.0266544754386726%
359 	FT911-1027		282	2.0266425731787074%
359 	FT911-4973		283	2.023601545856103%
359 	FT911-22		284	2.014921225523166%
359 	FT911-531		285	2.0087160822739323%
359 	FT911-4980		286	1.9995280586715207%
359 	FT911-2454		287	1.9869515416024823%
359 	FT911-942		288	1.9807885117188335%
359 	FT911-3044		289	1.979904153390112%
359 	FT911-4938		290	1.9766564883060704%
359 	FT911-3043		291	1.9762563740502646%
359 	FT911-3630		292	1.9752269313720527%
359 	FT911-3229		293	1.9560869819208153%
359 	FT911-899		294	1.9554886492379193%
359 	FT911-2287		295	1.9505600108466896%
359 	FT911-1673		296	1.929494483681706%
359 	FT911-2615		297	1.9253789222797892%
359 	FT911-2248		298	1.9151612427515439%
359 	FT911-190		299	1.9008871862002008%
359 	FT911-1026		300	1.8976167672975743%
359 	FT911-2197		301	1.8948065408946408%
359 	FT911-1729		302	1.89296668904451%
359 	FT911-4207		303	1.884234214612016%
359 	FT911-1953		304	1.867159014098115%
359 	FT911-436		305	1.851631475708682%
359 	FT911-821		306	1.8489961049439758%
359 	FT911-2848		307	1.8489384367727217%
359 	FT911-1055		308	1.8267531281590539%
359 	FT911-2940		309	1.8157277212746854%
359 	FT911-3830		310	1.8106709452267116%
359 	FT911-2644		311	1.797296501467922%
359 	FT911-1194		312	1.773745797326592%
359 	FT911-1462		313	1.7671953601006554%
359 	FT911-5295		314	1.764797479572098%
359 	FT911-1601		315	1.7643668384259732%
359 	FT911-2406		316	1.7616144121254202%
359 	FT911-1994		317	1.7532353756841832%
359 	FT911-3633		318	1.7475171447055453%
359 	FT911-3701		319	1.7342637611905323%
359 	FT911-1445		320	1.7341488476878646%
359 	FT911-4538		321	1.7288677392969447%
359 	FT911-4860		322	1.725228570807646%
359 	FT911-512		323	1.7223654115585703%
359 	FT911-4486		324	1.7205032977600134%
359 	FT911-435		325	1.71831359850995%
359 	FT911-3209		326	1.7146320960484567%
359 	FT911-1712		327	1.7120017966881826%
359 	FT911-1539		328	1.7080548760473258%
359 	FT911-3084		329	1.7079148156258859%
359 	FT911-2174		330	1.7072936572451791%
359 	FT911-719		331	1.7069073723807615%
359 	FT911-1195		332	1.7049077125327876%
359 	FT911-725		333	1.7025298052887523%
359 	FT911-3141		334	1.6897777983693931%
359 	FT911-3440		335	1.6873386832928499%
359 	FT911-2589		336	1.68666894253084%
359 	FT911-530		337	1.6751788037937243%
359 	FT911-1499		338	1.6734502470575907%
359 	FT911-2555		339	1.6641762655893038%
359 	FT911-630		340	1.6630785590487756%
359 	FT911-1839		341	1.6629245250245086%
359 	FT911-2842		342	1.6581300851852276%
359 	FT911-3551		343	1.6497119791100923%
359 	FT911-3014		344	1.6444864097407321%
359 	FT911-1635		345	1.6428069112405155%
359 	FT911-693		346	1.6338639805637014%
359 	FT911-2723		347	1.6328565160607675%
359 	FT911-1831		348	1.6298454841286087%
359 	FT911-1836		349	1.6279810796790788%
359 	FT911-1179		350	1.623763781578181%
359 	FT911-2343		351	1.6208471625298326%
359 	FT911-4785		352	1.6186644460357933%
359 	FT911-5309		353	1.6037097345164324%
359 	FT911-2165		354	1.6013372337560783%
359 	FT911-5190		355	1.5946943202248864%
359 	FT911-1384		356	1.5918358504130017%
359 	FT911-2414		357	1.5889940598898982%
359 	FT911-4904		358	1.5838247174666784%
359 	FT911-33		359	1.5799243882289662%
359 	FT911-197		360	1.5798399391276938%
359 	FT911-1629		361	1.5784001867255764%
359 	FT911-5253		362	1.5767050648162817%
359 	FT911-4225		363	1.5647706072350622%
359 	FT911-3709		364	1.5534929786764133%
359 	FT911-2773		365	1.5499393987021195%
359 	FT911-5068		366	1.5498798817812172%
359 	FT911-936		367	1.5367272426666032%
359 	FT911-4551		368	1.5319608738070947%
359 	FT911-5099		369	1.531918985972217%
359 	FT911-918		370	1.5317108342394647%
359 	FT911-3311		371	1.5251253201289312%
359 	FT911-765		372	1.5200735752389065%
359 	FT911-4450		373	1.5148820317240397%
359 	FT911-1125		374	1.4949567330782307%
359 	FT911-2978		375	1.4949567330782307%
359 	FT911-674		376	1.4949567330782307%
359 	FT911-4373		377	1.4949567330782307%
359 	FT911-3281		378	1.4949567330782307%
359 	FT911-128		379	1.4949567330782307%
359 	FT911-3774		380	1.4949567330782307%
359 	FT911-2194		381	1.4949567330782307%
359 	FT911-3559		382	1.4949567330782307%
359 	FT911-1701		383	1.4913798345933318%
359 	FT911-4162		384	1.4913798345933318%
359 	FT911-452		385	1.4913798345933318%
359 	FT911-4119		386	1.4905065166204223%
359 	FT911-2055		387	1.4864792972318666%
359 	FT911-2913		388	1.4822044751511125%
359 	FT911-4792		389	1.4815595225193505%
359 	FT911-5172		390	1.4773335084236758%
359 	FT911-4251		391	1.476079252298243%
359 	FT911-4437		392	1.4754988160212892%
359 	FT911-4883		393	1.47530505039579%
359 	FT911-4639		394	1.47530505039579%
359 	FT911-2683		395	1.4734063230196661%
359 	FT911-4396		396	1.4715069087542654%
359 	FT911-1463		397	1.4663097459570753%
359 	FT911-4665		398	1.4616573066053526%
359 	FT911-1696		399	1.4615443192246786%
359 	FT911-4596		400	1.4607251578796798%
359 	FT911-2602		401	1.4586140368667626%
359 	FT911-3071		402	1.4585116822565776%
359 	FT911-1647		403	1.4580280322501478%
359 	FT911-1731		404	1.4492701111431936%
359 	FT911-396		405	1.4460430747779873%
359 	FT911-4928		406	1.4456502246185263%
359 	FT911-635		407	1.4433477206418162%
359 	FT911-3781		408	1.4417258928892975%
359 	FT911-2297		409	1.439219053133733%
359 	FT911-521		410	1.4378010179377734%
359 	FT911-1942		411	1.4306154499529073%
359 	FT911-1147		412	1.4287730028903174%
359 	FT911-4774		413	1.4284885461324697%
359 	FT911-957		414	1.4283915333349682%
359 	FT911-326		415	1.4256219930714211%
359 	FT911-3312		416	1.4247386625594294%
359 	FT911-2486		417	1.4242892409273655%
359 	FT911-2989		418	1.419989787588644%
359 	FT911-1965		419	1.419052453081809%
359 	FT911-2437		420	1.4189759137741969%
359 	FT911-2298		421	1.4133233490153703%
359 	FT911-3670		422	1.4047056283503498%
359 	FT911-2980		423	1.4036406385527458%
359 	FT911-3629		424	1.3879108697591818%
359 	FT911-1343		425	1.3783872462241942%
359 	FT911-3046		426	1.374973243204548%
359 	FT911-2336		427	1.3736836646890944%
359 	FT911-1511		428	1.3683975196741365%
359 	FT911-2772		429	1.3678999302445882%
359 	FT911-4432		430	1.3677485732738888%
359 	FT911-1985		431	1.3655787123124798%
359 	FT911-2841		432	1.3646003613967315%
359 	FT911-1105		433	1.3629935823728139%
359 	FT911-4972		434	1.3541978573272393%
359 	FT911-298		435	1.35402849450621%
359 	FT911-1529		436	1.3534333998174504%
359 	FT911-4391		437	1.3519384369786664%
359 	FT911-2595		438	1.3511349144314657%
359 	FT911-799		439	1.346573098603504%
359 	FT911-5111		440	1.346089810231269%
359 	FT911-1639		441	1.3459238158104112%
359 	FT911-3092		442	1.3443163623314167%
359 	FT911-2569		443	1.3431189562067731%
359 	FT911-2844		444	1.3418354079171684%
359 	FT911-142		445	1.3370026057707873%
359 	FT911-461		446	1.336836511832089%
359 	FT911-3420		447	1.3281931868004702%
359 	FT911-5120		448	1.3198082123403538%
359 	FT911-5339		449	1.3186144815630672%
359 	FT911-3038		450	1.3185037647026663%
359 	FT911-5323		451	1.317327525923957%
359 	FT911-3900		452	1.3150455461494523%
359 	FT911-4875		453	1.308874084733866%
359 	FT911-1526		454	1.3067901920683247%
359 	FT911-844		455	1.3066626697527384%
359 	FT911-3895		456	1.3064600784839266%
359 	FT911-1564		457	1.2949264565969911%
359 	FT911-3005		458	1.2896448644306149%
359 	FT911-4889		459	1.285780222666316%
359 	FT911-1827		460	1.2844721547482598%
359 	FT911-2864		461	1.2831481209317426%
359 	FT911-3783		462	1.2830019703370266%
359 	FT911-401		463	1.281227311764143%
359 	FT911-3347		464	1.2800890169710608%
359 	FT911-4240		465	1.2744779630924574%
359 	FT911-148		466	1.272651759198903%
359 	FT911-3307		467	1.2710930768798236%
359 	FT911-829		468	1.2673009813952731%
359 	FT911-4664		469	1.2639736738991854%
359 	FT911-1495		470	1.2608817639459542%
359 	FT911-1600		471	1.259868531330009%
359 	FT911-930		472	1.2517472808855248%
359 	FT911-1664		473	1.2510058501990897%
359 	FT911-270		474	1.2470218859887183%
359 	FT911-4849		475	1.245036536740783%
359 	FT911-3024		476	1.2446665375976975%
359 	FT911-1302		477	1.2440922217891752%
359 	FT911-2466		478	1.2425315724310972%
359 	FT911-4459		479	1.2423430613528414%
359 	FT911-2451		480	1.240476361135459%
359 	FT911-35		481	1.2369158399269398%
359 	FT911-2082		482	1.2352278676035273%
359 	FT911-3438		483	1.233929839022076%
359 	FT911-2420		484	1.2264612832122455%
359 	FT911-3768		485	1.2207857634729795%
359 	FT911-2671		486	1.220011362005342%
359 	FT911-4226		487	1.2198117467247205%
359 	FT911-3187		488	1.2155252337854237%
359 	FT911-3094		489	1.212918500379601%
359 	FT911-5186		490	1.2120752285476386%
359 	FT911-1459		491	1.2111194750087322%
359 	FT911-4334		492	1.210891428871216%
359 	FT911-1541		493	1.2100664130366012%
359 	FT911-3183		494	1.208027993835495%
359 	FT911-603		495	1.208003852016823%
359 	FT911-1842		496	1.2063398343689915%
359 	FT911-4442		497	1.202052599503053%
359 	FT911-4137		498	1.2015289721420874%
359 	FT911-1614		499	1.199849359677144%
359 	FT911-2677		500	1.1998393030193262%
359 	FT911-585		501	1.1965438884176884%
359 	FT911-4699		502	1.1951944426016265%
359 	FT911-2911		503	1.192139876655904%
359 	FT911-210		504	1.18985036202554%
359 	FT911-3462		505	1.1822836212883172%
359 	FT911-5196		506	1.1783969991460639%
359 	FT911-3327		507	1.1752228251511767%
359 	FT911-2115		508	1.174735548522716%
359 	FT911-2915		509	1.1743771732644908%
359 	FT911-3026		510	1.172698694690472%
359 	FT911-20		511	1.170236879463978%
359 	FT911-2503		512	1.1688438637433745%
359 	FT911-4680		513	1.1677598233793955%
359 	FT911-4825		514	1.1647215182924557%
359 	FT911-2196		515	1.162906276939866%
359 	FT911-3012		516	1.1595422293506694%
359 	FT911-1154		517	1.1553497857858683%
359 	FT911-3578		518	1.1478348050059066%
359 	FT911-2854		519	1.1475200216999129%
359 	FT911-3230		520	1.1470895795586176%
359 	FT911-664		521	1.1455342793221257%
359 	FT911-1616		522	1.1443290925785299%
359 	FT911-1122		523	1.1431202452731077%
359 	FT911-2997		524	1.1408799344960399%
359 	FT911-39		525	1.1355336590519933%
359 	FT911-4902		526	1.1343833769527427%
359 	FT911-2334		527	1.1295183261120165%
359 	FT911-3077		528	1.1281065284365992%
359 	FT911-903		529	1.1271709956033353%
359 	FT911-1371		530	1.1259314863823153%
359 	FT911-4040		531	1.123807918034405%
359 	FT911-5098		532	1.1216374875214203%
359 	FT911-4051		533	1.1214205188194337%
359 	FT911-1029		534	1.1213340098345836%
359 	FT911-2230		535	1.1208290251293%
359 	FT911-3663		536	1.1164714449234205%
359 	FT911-282		537	1.116011094238532%
359 	FT911-3342		538	1.1134916835770992%
359 	FT911-4015		539	1.104073343520889%
359 	FT911-4013		540	1.1035021331435217%
359 	FT911-3336		541	1.1032534191004326%
359 	FT911-3576		542	1.0993567425116613%
359 	FT911-1691		543	1.0993345566621855%
359 	FT911-216		544	1.0982152844054727%
359 	FT911-5158		545	1.0972673220486002%
359 	FT911-2299		546	1.096384282489632%
359 	FT911-1107		547	1.0900509875777997%
359 	FT911-1123		548	1.0875171258052458%
359 	FT911-2419		549	1.0860180156257626%
359 	FT911-2054		550	1.0830129153529688%
359 	FT911-1868		551	1.0799092588261083%
359 	FT911-853		552	1.0795057402013686%
359 	FT911-1741		553	1.078586460317509%
359 	FT911-2700		554	1.0766196087635802%
359 	FT911-1265		555	1.0744911325826452%
359 	FT911-3876		556	1.0738581467625785%
359 	FT911-1682		557	1.0734146937687563%
359 	FT911-4657		558	1.0606433860782956%
359 	FT911-3181		559	1.0599735492687583%
359 	FT911-3494		560	1.056532271413952%
359 	FT911-5122		561	1.056184450703151%
359 	FT911-2696		562	1.0549564451135804%
359 	FT911-2736		563	1.054164381716618%
359 	FT911-92		564	1.0498000524261744%
359 	FT911-4552		565	1.0486638172869682%
359 	FT911-2535		566	1.0476869630554961%
359 	FT911-2436		567	1.047482782820896%
359 	FT911-5269		568	1.0451620618593134%
359 	FT911-2102		569	1.0443796139895296%
359 	FT911-1966		570	1.0399759440843501%
359 	FT911-687		571	1.0384764537043183%
359 	FT911-4901		572	1.0383697441720166%
359 	FT911-508		573	1.0380366555067935%
359 	FT911-187		574	1.0369319844740819%
359 	FT911-4278		575	1.0343038120074974%
359 	FT911-1056		576	1.0334246516679109%
359 	FT911-576		577	1.028537978209239%
359 	FT911-904		578	1.028292160388088%
359 	FT911-3833		579	1.0279598322932868%
359 	FT911-12		580	1.0263900020539427%
359 	FT911-5119		581	1.026252096606398%
359 	FT911-1070		582	1.0223134207884939%
359 	FT911-2205		583	1.0219984306749406%
359 	FT911-5102		584	1.0178817035873489%
359 	FT911-2341		585	1.0171513955634097%
359 	FT911-4224		586	1.0169179710747727%
359 	FT911-3345		587	1.016571477608312%
359 	FT911-2320		588	1.0134443688522856%
359 	FT911-5231		589	1.0110821921198743%
359 	FT911-2514		590	1.0103482093156675%
359 	FT911-3499		591	1.0061968822160592%
359 	FT911-2776		592	1.002335057885271%
359 	FT911-3571		593	1.0016295083130622%
359 	FT911-3256		594	1.0005608757118765%
359 	FT911-34		595	0.9965647561780391%
359 	FT911-4117		596	0.9934769044925863%
359 	FT911-976		597	0.9926097480071245%
359 	FT911-1971		598	0.9914111774470084%
359 	FT911-201		599	0.9902552853842903%
359 	FT911-4433		600	0.987157990272715%
359 	FT911-5035		601	0.9782540408607524%
359 	FT911-4614		602	0.97599568219867%
359 	FT911-2223		603	0.9752296155892853%
359 	FT911-3004		604	0.972994916777773%
359 	FT911-3742		605	0.9704140609710492%
359 	FT911-3468		606	0.9685073970861524%
359 	FT911-5176		607	0.958855901397425%
359 	FT911-27		608	0.9556194442402419%
359 	FT911-2545		609	0.9540760203322384%
359 	FT911-1411		610	0.9529017554433472%
359 	FT911-3623		611	0.9528444578370874%
359 	FT911-3407		612	0.952442048967517%
359 	FT911-143		613	0.9520534109838059%
359 	FT911-727		614	0.9505591005901759%
359 	FT911-5206		615	0.9478837600466617%
359 	FT911-3003		616	0.9465595420055751%
359 	FT911-4060		617	0.9384457959695793%
359 	FT911-4907		618	0.9384189345125802%
359 	FT911-3417		619	0.936366654700259%
359 	FT911-5137		620	0.9342054933602678%
359 	FT911-4253		621	0.9324563299024792%
359 	FT911-2185		622	0.9310088491409454%
359 	FT911-2181		623	0.9295446333554893%
359 	FT911-4140		624	0.9285340839347808%
359 	FT911-2438		625	0.9257985659182973%
359 	FT911-4092		626	0.9236778493310777%
359 	FT911-4353		627	0.9227231656836735%
359 	FT911-1623		628	0.9224651214667235%
359 	FT911-1389		629	0.9217324234719394%
359 	FT911-810		630	0.9192333758995967%
359 	FT911-1792		631	0.9191278449259105%
359 	FT911-2636		632	0.9181204677767738%
359 	FT911-141		633	0.9131677483676603%
359 	FT911-4839		634	0.9131335250099647%
359 	FT911-1405		635	0.9059922731329902%
359 	FT911-3672		636	0.9025813706596245%
359 	FT911-4058		637	0.9008419175342043%
359 	FT911-1815		638	0.8994552993525844%
359 	FT911-1945		639	0.898334856653522%
359 	FT911-2693		640	0.8975475701680308%
359 	FT911-3259		641	0.8906002602456045%
359 	FT911-2561		642	0.885707490305967%
359 	FT911-1763		643	0.8850180323822096%
359 	FT911-1546		644	0.8835167384988087%
359 	FT911-564		645	0.883268222209885%
359 	FT911-151		646	0.8791626201439171%
359 	FT911-4121		647	0.877557482356585%
359 	FT911-1124		648	0.8749454522848186%
359 	FT911-324		649	0.8726546922964231%
