QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-5150		107	5.600417571491076%
359 	FT911-2452		108	5.57715149891528%
359 	FT911-830		109	5.57475649017374%
359 	FT911-318		110	5.549467467860518%
359 	FT911-4653		111	5.538289373640808%
359 	FT911-3701		112	5.5328949315037805%
359 	FT911-5018		113	5.492245541149721%
359 	FT911-3473		114	5.420769524964704%
359 	FT911-3283		115	5.4180833044724475%
359 	FT911-2998		116	5.362618293891453%
359 	FT911-1673		117	5.345517789252016%
359 	FT911-4026		118	5.329467113446444%
359 	FT911-5178		119	5.324010232168002%
359 	FT911-4200		120	5.316928740059228%
359 	FT911-4784		121	5.315759414463426%
359 	FT911-679		122	5.314262621631454%
359 	FT911-2116		123	5.290319866403389%
359 	FT911-1034		124	5.288753330912758%
359 	FT911-934		125	5.285425118715156%
359 	FT911-3645		126	5.271602625037302%
359 	FT911-3016		127	5.237211980385302%
359 	FT911-2689		128	5.187786660310903%
359 	FT911-1729		129	5.155122402299568%
359 	FT911-392		130	4.99390635514143%
359 	FT911-4574		131	4.989355023123963%
359 	FT911-1623		132	4.977455993784908%
359 	FT911-2596		133	4.976499432300777%
359 	FT911-315		134	4.971029380631623%
359 	FT911-4582		135	4.967078762957447%
359 	FT911-2424		136	4.865610371615365%
359 	FT911-1328		137	4.832538437245671%
359 	FT911-2480		138	4.777538750268708%
359 	FT911-3945		139	4.745883173253462%
359 	FT911-1645		140	4.730576198609214%
359 	FT911-5121		141	4.723758730848164%
359 	FT911-1424		142	4.704942589183809%
359 	FT911-2300		143	4.663908726837922%
359 	FT911-5346		144	4.661498738596618%
359 	FT911-4270		145	4.653247114032956%
359 	FT911-5157		146	4.6517155662564615%
359 	FT911-2420		147	4.613679740158291%
359 	FT911-3040		148	4.592496447016666%
359 	FT911-3044		149	4.5855066860404134%
359 	FT911-331		150	4.584559664869576%
359 	FT911-248		151	4.577878224265197%
359 	FT911-5171		152	4.5533198587207195%
359 	FT911-3504		153	4.526492233062061%
359 	FT911-3303		154	4.519046969229866%
359 	FT911-1280		155	4.47270963586878%
359 	FT911-2522		156	4.46854585386724%
359 	FT911-1059		157	4.463437057779637%
359 	FT911-2209		158	4.437344129554734%
359 	FT911-4025		159	4.433910166910151%
359 	FT911-4138		160	4.431076344529055%
359 	FT911-2845		161	4.4169807561786225%
359 	FT911-1700		162	4.4129078421663825%
359 	FT911-3468		163	4.41113307362108%
359 	FT911-761		164	4.406808330809067%
359 	FT911-5030		165	4.406427083001513%
359 	FT911-734		166	4.405402088258233%
359 	FT911-1263		167	4.376088117714904%
359 	FT911-1994		168	4.365997131306441%
359 	FT911-2994		169	4.3294038802106405%
359 	FT911-3246		170	4.294610484156424%
359 	FT911-5296		171	4.281489726674045%
359 	FT911-729		172	4.269004577970144%
359 	FT911-21		173	4.2653886363942135%
359 	FT911-5298		174	4.255552460752841%
359 	FT911-2488		175	4.255423386067903%
359 	FT911-1048		176	4.234754438271813%
359 	FT911-407		177	4.22391627650192%
359 	FT911-3331		178	4.197993699235605%
359 	FT911-2644		179	4.174291330150411%
359 	FT911-965		180	4.154954459010705%
359 	FT911-4782		181	4.153266941737878%
359 	FT911-1446		182	4.1119297422960965%
359 	FT911-2626		183	4.111909201948448%
359 	FT911-4685		184	4.106314519813274%
359 	FT911-3404		185	4.099227865593597%
359 	FT911-1572		186	4.098913181672895%
359 	FT911-1316		187	4.081615275890919%
359 	FT911-151		188	4.066893169400727%
359 	FT911-3740		189	4.061123319320943%
359 	FT911-3843		190	4.053082362127851%
359 	FT911-2719		191	4.0329894104075095%
359 	FT911-2646		192	4.027835310005949%
359 	FT911-2277		193	4.004840656689804%
359 	FT911-1230		194	3.9740535032909903%
359 	FT911-1521		195	3.9662356497322326%
359 	FT911-4202		196	3.9548410682038813%
359 	FT911-3534		197	3.951099669133567%
359 	FT911-4905		198	3.947509747448774%
359 	FT911-511		199	3.945213682666218%
359 	FT911-1312		200	3.937365056336231%
359 	FT911-4589		201	3.9342842974337486%
359 	FT911-3098		202	3.9044852038554234%
359 	FT911-4734		203	3.900077461446277%
359 	FT911-4368		204	3.8957270789383194%
359 	FT911-2989		205	3.890500830453931%
359 	FT911-197		206	3.8805866765760784%
359 	FT911-3350		207	3.864141118187314%
359 	FT911-4585		208	3.8550106545213563%
359 	FT911-3314		209	3.840514064878568%
359 	FT911-4533		210	3.8029323803527024%
359 	FT911-1552		211	3.80055837334678%
359 	FT911-4348		212	3.7942688571641257%
359 	FT911-2999		213	3.793937575617358%
359 	FT911-2454		214	3.7787064807086783%
359 	FT911-1836		215	3.770444196924118%
359 	FT911-2510		216	3.7647244558123676%
359 	FT911-2372		217	3.735179499521853%
359 	FT911-5187		218	3.7073722662892132%
359 	FT911-2288		219	3.704169490543187%
359 	FT911-4580		220	3.694490973055565%
359 	FT911-4636		221	3.6871299800023882%
359 	FT911-2061		222	3.6839316858308955%
359 	FT911-61		223	3.681631476554744%
359 	FT911-1201		224	3.6736734835686873%
359 	FT911-2278		225	3.6717643754482934%
359 	FT911-1529		226	3.64781489367194%
359 	FT911-20		227	3.6374212488856403%
359 	FT911-696		228	3.6351379380398057%
359 	FT911-3806		229	3.627259700746194%
359 	FT911-3930		230	3.6153360178532963%
359 	FT911-2641		231	3.59826323974295%
359 	FT911-1719		232	3.596080152484175%
359 	FT911-2773		233	3.589697745487604%
359 	FT911-1730		234	3.5564015136090363%
359 	FT911-2115		235	3.550195424089666%
359 	FT911-5099		236	3.547962026656626%
359 	FT911-918		237	3.5474799421271235%
359 	FT911-4419		238	3.541233860477294%
359 	FT911-4271		239	3.532033886687598%
359 	FT911-4870		240	3.5310983234797373%
359 	FT911-99		241	3.529557065547115%
359 	FT911-3293		242	3.5279590436179036%
359 	FT911-1648		243	3.520841169762951%
359 	FT911-4583		244	3.498139962179867%
359 	FT911-3275		245	3.4915676378581466%
359 	FT911-4289		246	3.486665826284172%
359 	FT911-821		247	3.4668397245344527%
359 	FT911-1125		248	3.4623565404080723%
359 	FT911-2978		249	3.4623565404080723%
359 	FT911-674		250	3.4623565404080723%
359 	FT911-4373		251	3.4623565404080723%
359 	FT911-3281		252	3.4623565404080723%
359 	FT911-128		253	3.4623565404080723%
359 	FT911-3774		254	3.4623565404080723%
359 	FT911-2194		255	3.4623565404080723%
359 	FT911-3559		256	3.4623565404080723%
359 	FT911-1701		257	3.4540723555955353%
359 	FT911-4162		258	3.4540723555955353%
359 	FT911-452		259	3.4540723555955353%
359 	FT911-842		260	3.451954918669546%
359 	FT911-1174		261	3.4495320430636065%
359 	FT911-994		262	3.4317846191736985%
359 	FT911-1755		263	3.4302743346592806%
359 	FT911-5300		264	3.418281296440488%
359 	FT911-4883		265	3.4168427602697857%
359 	FT911-4639		266	3.4168427602697857%
359 	FT911-1318		267	3.4132924324968825%
359 	FT911-2929		268	3.402464665679273%
359 	FT911-5064		269	3.402127963086274%
359 	FT911-1463		270	3.3960094140817563%
359 	FT911-1096		271	3.386034105751513%
359 	FT911-2103		272	3.3827075436616894%
359 	FT911-2826		273	3.382330676524345%
359 	FT911-3406		274	3.3773322201150977%
359 	FT911-1079		275	3.3763429899668074%
359 	FT911-1726		276	3.3737803054542193%
359 	FT911-3654		277	3.3667054553079985%
359 	FT911-862		278	3.3659839919297463%
359 	FT911-4092		279	3.365272444398863%
359 	FT911-1210		280	3.360807504344696%
359 	FT911-1317		281	3.3586180322966093%
359 	FT911-3546		282	3.3567812643694612%
359 	FT911-4258		283	3.3545847794030683%
359 	FT911-5201		284	3.350440158018016%
359 	FT911-804		285	3.3441371627699272%
359 	FT911-4729		286	3.344052817844715%
359 	FT911-5185		287	3.340216112921018%
359 	FT911-5039		288	3.3378269532669993%
359 	FT911-1443		289	3.3325787536115357%
359 	FT911-3665		290	3.316030031763207%
359 	FT911-2122		291	3.315300292967349%
359 	FT911-1942		292	3.3133405471568795%
359 	FT911-4104		293	3.292721778222038%
359 	FT911-2437		294	3.2863830952628077%
359 	FT911-1628		295	3.2826038641189896%
359 	FT911-4344		296	3.270128910712062%
359 	FT911-3578		297	3.266953375418206%
359 	FT911-2943		298	3.265065747098835%
359 	FT911-942		299	3.2628769383850065%
359 	FT911-4322		300	3.262559033432158%
359 	FT911-3876		301	3.245331499120965%
359 	FT911-3248		302	3.242946095321265%
359 	FT911-693		303	3.242600506167103%
359 	FT911-4265		304	3.2339038349004285%
359 	FT911-4027		305	3.2337157580578695%
359 	FT911-198		306	3.231344274459892%
359 	FT911-4553		307	3.2266926299859056%
359 	FT911-4904		308	3.2263013277032577%
359 	FT911-94		309	3.2215388518084485%
359 	FT911-3888		310	3.216137486873853%
359 	FT911-4207		311	3.2095447569881452%
359 	FT911-4085		312	3.2079303777208406%
359 	FT911-4789		313	3.2015533004463532%
359 	FT911-1861		314	3.198175484639893%
359 	FT911-329		315	3.1892751075456762%
359 	FT911-4596		316	3.174767029882366%
359 	FT911-680		317	3.168367570464984%
359 	FT911-2625		318	3.1644294113967306%
359 	FT911-2988		319	3.155487474570299%
359 	FT911-2984		320	3.1539740375304515%
359 	FT911-2441		321	3.1463999159969878%
359 	FT911-2237		322	3.1339618410282952%
359 	FT911-2009		323	3.1325997047902536%
359 	FT911-376		324	3.1266709970122153%
359 	FT911-1898		325	3.1260477134287097%
359 	FT911-1532		326	3.122302750714985%
359 	FT911-2891		327	3.1103095092778474%
359 	FT911-3767		328	3.10679695297239%
359 	FT911-783		329	3.1000412731047327%
359 	FT911-2762		330	3.091226555313492%
359 	FT911-3359		331	3.088710412131836%
359 	FT911-5278		332	3.0804881974768756%
359 	FT911-682		333	3.0796152925965155%
359 	FT911-4816		334	3.0778245439237053%
359 	FT911-401		335	3.0663856444778417%
359 	FT911-2684		336	3.0635802725364116%
359 	FT911-2860		337	3.062774278935073%
359 	FT911-2521		338	3.0590423864185605%
359 	FT911-3519		339	3.0530603806035805%
359 	FT911-1857		340	3.052907573944345%
359 	FT911-2934		341	3.0506372586345125%
359 	FT911-2627		342	3.050358074620477%
359 	FT911-2584		343	3.042876213452665%
359 	FT911-1867		344	3.0382904885778474%
359 	FT911-2396		345	3.037836614649699%
359 	FT911-4896		346	3.0352952803560544%
359 	FT911-3137		347	3.028610261620938%
359 	FT911-983		348	3.022653990304152%
359 	FT911-4862		349	3.0136052785578435%
359 	FT911-1384		350	3.0121474972619833%
359 	FT911-1055		351	3.00914035937165%
359 	FT911-2112		352	3.0048602937812903%
359 	FT911-4970		353	2.9939488728314787%
359 	FT911-2523		354	2.992574657139282%
359 	FT911-3093		355	2.9910454368161496%
359 	FT911-831		356	2.9795182085247656%
359 	FT911-1715		357	2.9741053998980984%
359 	FT911-632		358	2.973758825704072%
359 	FT911-2014		359	2.972308300028449%
359 	FT911-2070		360	2.969096267902812%
359 	FT911-5323		361	2.9630974606318636%
359 	FT911-1647		362	2.9601265666870957%
359 	FT911-1766		363	2.9588996658359132%
359 	FT911-615		364	2.9582999576395994%
359 	FT911-3529		365	2.9538448322086257%
359 	FT911-252		366	2.9468038843791873%
359 	FT911-3001		367	2.9398168712030626%
359 	FT911-520		368	2.9394373337076045%
359 	FT911-2916		369	2.933767720266965%
359 	FT911-952		370	2.9307590060071567%
359 	FT911-3128		371	2.925578785253422%
359 	FT911-1222		372	2.9119346309815684%
359 	FT911-4757		373	2.9077697617403397%
359 	FT911-220		374	2.906756085100313%
359 	FT911-2032		375	2.90338754105828%
359 	FT911-533		376	2.903155893836364%
359 	FT911-2533		377	2.901861922054609%
359 	FT911-276		378	2.896356670971784%
359 	FT911-4327		379	2.881461232290265%
359 	FT911-4201		380	2.880451514764756%
359 	FT911-2622		381	2.8746818975014943%
359 	FT911-2175		382	2.862795337265471%
359 	FT911-2063		383	2.8623252722920363%
359 	FT911-2352		384	2.8577208375229515%
359 	FT911-3258		385	2.853769730748178%
359 	FT911-1334		386	2.85149389132522%
359 	FT911-3591		387	2.8470686331317943%
359 	FT911-1830		388	2.8336413522136663%
359 	FT911-3407		389	2.8213560249288037%
359 	FT911-4108		390	2.8191980212645595%
359 	FT911-3939		391	2.818647314489148%
359 	FT911-5015		392	2.814686305274444%
359 	FT911-4865		393	2.807377420868298%
359 	FT911-3102		394	2.805027047737936%
359 	FT911-3830		395	2.7994342764406794%
359 	FT911-4125		396	2.7897243767736493%
359 	FT911-1309		397	2.789183170489392%
359 	FT911-2248		398	2.7869675951907666%
359 	FT911-3732		399	2.7858464275445645%
359 	FT911-1122		400	2.7706958024955575%
359 	FT911-339		401	2.769007566724595%
359 	FT911-2589		402	2.7518807800890013%
359 	FT911-5040		403	2.7517568271308117%
359 	FT911-204		404	2.7428509380043686%
359 	FT911-2221		405	2.7364215267157537%
359 	FT911-3240		406	2.7348049811570916%
359 	FT911-5295		407	2.7285104277584056%
359 	FT911-1702		408	2.712076576741656%
359 	FT911-1288		409	2.706927852744865%
359 	FT911-45		410	2.7065704829790165%
359 	FT911-5037		411	2.706377110626733%
359 	FT911-1153		412	2.7036147375546964%
359 	FT911-1587		413	2.703319994596534%
359 	FT911-5233		414	2.687817830773188%
359 	FT911-4508		415	2.687068193172787%
359 	FT911-601		416	2.686820724881885%
359 	FT911-2892		417	2.678516560960824%
359 	FT911-1406		418	2.6708405334677563%
359 	FT911-4603		419	2.66833592636306%
359 	FT911-2992		420	2.6677410003763584%
359 	FT911-2956		421	2.6677099125177746%
359 	FT911-190		422	2.665688559237272%
359 	FT911-3052		423	2.662955255900828%
359 	FT911-4627		424	2.6629135143236087%
359 	FT911-5342		425	2.659235956758152%
359 	FT911-3805		426	2.648858216716883%
359 	FT911-4987		427	2.645075746131909%
359 	FT911-3356		428	2.6351266274002327%
359 	FT911-2505		429	2.632019183873898%
359 	FT911-106		430	2.6307619225576335%
359 	FT911-4588		431	2.626587068382993%
359 	FT911-2457		432	2.620239025721734%
359 	FT911-4325		433	2.613592547382154%
359 	FT911-4213		434	2.6126925802195013%
359 	FT911-3709		435	2.6126212100679793%
359 	FT911-86		436	2.6064512780704296%
359 	FT911-870		437	2.6052954339043444%
359 	FT911-4907		438	2.6023734324526915%
359 	FT911-1887		439	2.593705090249248%
359 	FT911-5299		440	2.579574500381011%
359 	FT911-2774		441	2.5756531530787456%
359 	FT911-697		442	2.5663235498424912%
359 	FT911-4584		443	2.563696654589572%
359 	FT911-1180		444	2.562522787217872%
359 	FT911-4474		445	2.561192173030622%
359 	FT911-1556		446	2.5476746497243323%
359 	FT911-165		447	2.5412587274832332%
359 	FT911-2632		448	2.53669241129448%
359 	FT911-4467		449	2.5214720570869655%
359 	FT911-591		450	2.516809775200864%
359 	FT911-3378		451	2.5139912692803983%
359 	FT911-132		452	2.513958185379315%
359 	FT911-4706		453	2.5114510915134196%
359 	FT911-4727		454	2.5084910640874596%
359 	FT911-3104		455	2.5044373660338537%
359 	FT911-762		456	2.501528996189956%
359 	FT911-4060		457	2.501033924008233%
359 	FT911-3243		458	2.499157905197189%
359 	FT911-884		459	2.4988982005382865%
359 	FT911-1019		460	2.4986428617460996%
359 	FT911-1066		461	2.498470843522772%
359 	FT911-2850		462	2.4933724747389636%
359 	FT911-738		463	2.492912724244895%
359 	FT911-4879		464	2.487136645553032%
359 	FT911-1343		465	2.4738690223494446%
359 	FT911-1436		466	2.4719831078714614%
359 	FT911-790		467	2.4577458657560847%
359 	FT911-42		468	2.4550396729596904%
359 	FT911-200		469	2.45446640534826%
359 	FT911-3986		470	2.447501980719411%
359 	FT911-4208		471	2.4426739999630276%
359 	FT911-2119		472	2.4410750477659704%
359 	FT911-3827		473	2.4340419125087305%
359 	FT911-2055		474	2.4252618311182217%
359 	FT911-2848		475	2.4152496454531733%
359 	FT911-3849		476	2.414789286569163%
359 	FT911-1154		477	2.3987821013717237%
359 	FT911-2621		478	2.391423932776413%
359 	FT911-1881		479	2.3877933863039975%
359 	FT911-5304		480	2.3844830046901797%
359 	FT911-4272		481	2.381466445073413%
359 	FT911-713		482	2.3748363518110214%
359 	FT911-1914		483	2.3715885466378444%
359 	FT911-4153		484	2.3665820196809637%
359 	FT911-5168		485	2.36301857458029%
359 	FT911-5162		486	2.3610931422606733%
359 	FT911-3433		487	2.3579282501074905%
359 	FT911-2913		488	2.3482551557062528%
359 	FT911-4675		489	2.3436835707624133%
359 	FT911-606		490	2.331196631211193%
359 	FT911-2031		491	2.3177774823363055%
359 	FT911-2694		492	2.3176246696521985%
359 	FT911-3380		493	2.3174238157908302%
359 	FT911-1799		494	2.3172861695807083%
359 	FT911-3630		495	2.3154663314051054%
359 	FT911-521		496	2.314362154301111%
359 	FT911-3551		497	2.313455727765264%
359 	FT911-2754		498	2.3105856401934335%
359 	FT911-4068		499	2.292265230724916%
359 	FT911-1568		500	2.2906953011194013%
359 	FT911-3004		501	2.2898362596992885%
359 	FT911-3330		502	2.286877139456233%
359 	FT911-2991		503	2.2826518838771666%
359 	FT911-2197		504	2.2810386078209057%
359 	FT911-2029		505	2.279421325797935%
359 	FT911-4558		506	2.2757970451738205%
359 	FT911-4459		507	2.260833449911866%
359 	FT911-4110		508	2.2596023487378094%
359 	FT911-3496		509	2.2579215830668673%
359 	FT911-5214		510	2.25731479700636%
359 	FT911-3079		511	2.2570791338182943%
359 	FT911-5326		512	2.245865200737858%
359 	FT911-639		513	2.242489744811973%
359 	FT911-3267		514	2.2405609107058932%
359 	FT911-1910		515	2.2390171564662293%
359 	FT911-326		516	2.2359168846878443%
359 	FT911-1634		517	2.233647113329793%
359 	FT911-2656		518	2.2296937686314546%
359 	FT911-1195		519	2.22710376199041%
359 	FT911-1620		520	2.226413853284777%
359 	FT911-4554		521	2.220708029423836%
359 	FT911-297		522	2.2198603788069793%
359 	FT911-4531		523	2.218157653920194%
359 	FT911-2421		524	2.2166948484885025%
359 	FT911-1943		525	2.215804247238785%
359 	FT911-1696		526	2.2142796876639026%
359 	FT911-2714		527	2.2127157421732813%
359 	FT911-1928		528	2.2114330618846947%
359 	FT911-1329		529	2.2089668427278464%
359 	FT911-3523		530	2.2085879796037378%
359 	FT911-1629		531	2.201579743754289%
359 	FT911-5324		532	2.1968870073050586%
359 	FT911-1633		533	2.196100899206712%
359 	FT911-1866		534	2.191607259976775%
359 	FT911-971		535	2.1833638223495235%
359 	FT911-4560		536	2.18104874247161%
359 	FT911-3257		537	2.1743448726439505%
359 	FT911-5264		538	2.1672427563820147%
359 	FT911-3952		539	2.166507174921883%
359 	FT911-4571		540	2.1648305702967363%
359 	FT911-2025		541	2.1637901468826692%
359 	FT911-3618		542	2.160297949602372%
359 	FT911-3533		543	2.1542373632827774%
359 	FT911-3019		544	2.153369826631342%
359 	FT911-1699		545	2.1498358468046423%
359 	FT911-1831		546	2.147325362857648%
359 	FT911-3627		547	2.1440095087902304%
359 	FT911-2086		548	2.1404610496653116%
359 	FT911-5075		549	2.139726712397978%
359 	FT911-2026		550	2.1336033839213595%
359 	FT911-635		551	2.128609673549305%
359 	FT911-4362		552	2.1187519660329803%
359 	FT911-5101		553	2.1147082772805965%
359 	FT911-666		554	2.1113308798232153%
359 	FT911-2535		555	2.100545082816399%
359 	FT911-2751		556	2.099218061598168%
359 	FT911-3596		557	2.0981397595745763%
359 	FT911-2082		558	2.097972427602626%
359 	FT911-4699		559	2.0973429089028097%
359 	FT911-4929		560	2.097163125046035%
359 	FT911-4330		561	2.090267890409904%
359 	FT911-996		562	2.084890910073041%
359 	FT911-5176		563	2.083995121014701%
359 	FT911-336		564	2.0821469909211157%
359 	FT911-4608		565	2.072923021003286%
359 	FT911-2816		566	2.0729061980197145%
359 	FT911-3490		567	2.071224733516526%
359 	FT911-461		568	2.0668503921630927%
359 	FT911-4720		569	2.0604861428836916%
359 	FT911-4595		570	2.0589787461188935%
359 	FT911-1344		571	2.0579659947195705%
359 	FT911-1461		572	2.057648657881575%
359 	FT911-2514		573	2.049543477511444%
359 	FT911-2558		574	2.0479452037544803%
359 	FT911-2986		575	2.0447981680617726%
359 	FT911-3402		576	2.0414223615717537%
359 	FT911-1474		577	2.0395977995453127%
359 	FT911-4140		578	2.0377537832309867%
359 	FT911-250		579	2.0377037361743464%
359 	FT911-2692		580	2.035429984090022%
359 	FT911-304		581	2.031493299601747%
359 	FT911-4740		582	2.0309490376449095%
359 	FT911-309		583	2.0276111065004647%
359 	FT911-2723		584	2.0254811509850104%
359 	FT911-2383		585	2.0203671328417583%
359 	FT911-3172		586	2.0173097408302363%
359 	FT911-2871		587	2.0165759043825813%
359 	FT911-1693		588	2.016435882013872%
359 	FT911-4402		589	2.016389169102597%
359 	FT911-3274		590	2.0101271456916376%
359 	FT911-2810		591	2.0049578497937186%
359 	FT911-4630		592	2.004666124858595%
359 	FT911-1541		593	2.002349994993504%
359 	FT911-1534		594	2.0004514539802796%
359 	FT911-3187		595	1.9968630557238853%
359 	FT911-1950		596	1.993392157092985%
359 	FT911-2152		597	1.9916891140135375%
359 	FT911-4504		598	1.9894768668755054%
359 	FT911-2700		599	1.9855265710225032%
359 	FT911-2574		600	1.9817576384389202%
359 	FT911-3890		601	1.9806832227934994%
359 	FT911-4836		602	1.9759359453613845%
359 	FT911-4334		603	1.9756270871302175%
359 	FT911-2649		604	1.9737039198531643%
359 	FT911-653		605	1.9732922192985731%
359 	FT911-241		606	1.9710645191520426%
359 	FT911-3018		607	1.9690781311345564%
359 	FT911-5061		608	1.9665828951931201%
359 	FT911-5240		609	1.9656708565058807%
359 	FT911-4098		610	1.9653927376487093%
359 	FT911-3633		611	1.9652240553233198%
359 	FT911-5316		612	1.9644160826189645%
359 	FT911-2555		613	1.9626786396224913%
359 	FT911-1909		614	1.960138674542454%
359 	FT911-2990		615	1.959968175701649%
359 	FT911-4021		616	1.9587103458063428%
359 	FT911-1554		617	1.9570951034304132%
359 	FT911-2174		618	1.955836463616504%
359 	FT911-1414		619	1.9547763267531146%
359 	FT911-3027		620	1.9495827073070213%
359 	FT911-4017		621	1.9485631860045163%
359 	FT911-1378		622	1.947462050733546%
359 	FT911-530		623	1.9450521186463998%
359 	FT911-1083		624	1.943901150516299%
359 	FT911-5110		625	1.9403413404074754%
359 	FT911-685		626	1.937910673730657%
359 	FT911-1749		627	1.937263234939697%
359 	FT911-2459		628	1.9365430565257242%
359 	FT911-5252		629	1.9354559894701413%
359 	FT911-5054		630	1.9347056863965977%
359 	FT911-4895		631	1.9314474558450114%
359 	FT911-4875		632	1.9302916396220917%
359 	FT911-3417		633	1.928763398688217%
359 	FT911-3229		634	1.9264800724351814%
359 	FT911-999		635	1.926020644870426%
359 	FT911-938		636	1.9258314306863935%
359 	FT911-766		637	1.9255367082981694%
359 	FT911-186		638	1.9232942217399265%
359 	FT911-4897		639	1.9226093931223593%
359 	FT911-4748		640	1.922218021668717%
359 	FT911-5317		641	1.9213498527140431%
359 	FT911-1188		642	1.9192487394223807%
359 	FT911-665		643	1.9186231087941419%
359 	FT911-4479		644	1.9138202897620522%
359 	FT911-3410		645	1.91288422441825%
359 	FT911-5161		646	1.912003264972604%
359 	FT911-4773		647	1.9109951918846992%
359 	FT911-1953		648	1.9090337128486754%
359 	FT911-3637		649	1.9076155517899072%
359 	FT911-3087		650	1.9052719497594381%
359 	FT911-2753		651	1.8984387006810857%
359 	FT911-5284		652	1.8968499040953855%
359 	FT911-3256		653	1.8933088715471809%
359 	FT911-1689		654	1.8903346605211966%
